id,name,businessName,sector,subSector,industry,location,district,phone,email,website,source,score,enrichmentLevel,validationStatus,createdAt,slug,socialLinks,enriched,folder,stage,whatsapp,keyPeople_name,keyPeople_title,keyPeople_email,keyPeople_linkedin,keyPeople_phone,keyPeople_source,_sources,_source,input_id,link,title,category,address,open_hours,plus_code,review_count,review_rating,latitude,longitude,cid,status,reviews_link,timezone,price_range,data_id,place_id,reservations,order_online,menu,owner,complete_address,credit_cards_accepted,about,emails
GHA2-342,Hyde Tanks And Terminals,Hyde Tanks And Terminals,logistics,,Petroleum products company,"2899+JMJ Hyde Tanks And Terminals, Calabar 540211, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,hyde-tanks-and-terminals,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,45.0,3.8,5.0191,8.319126,,,,,,,ChIJ7UoMQkV9XRARo39LKMpQ7BI,,,,,,,,
GHA2-343,High Quality Bakery,High Quality Bakery,logistics,,Pastry shop,"102 Ndidem Usang Iso Rd, Big Qua Town, Calabar 540242, Cross River, Nigeria",,+234 811 733 3366,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,high-quality-bakery,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,366.0,4.2,4.979451,8.342171,,,,,,,ChIJZxamyaSHZxARNgqrFHH0Is0,,,,,,,,
GHA2-344,Maxpro Multiservice Ltd,Maxpro Multiservice Ltd,logistics,,Business management consultant,"38 Nelson Mandela St, Calabar 540281, Cross River, Nigeria",,+234 813 183 5099,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,maxpro-multiservice-ltd,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,4.0,5.0,4.949018,8.315617,,,,,,,ChIJ5TRjR82HZxARsHDljmQ3Yq0,,,,,,,,
GHA2-345,Beulah Ultracold,Beulah Ultracold,logistics,,Frozen food store,"off Atimbo, 100 Edim Otop Street, Atu, Calabar 540221, Cross River, Nigeria",,+234 903 189 3853,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,beulah-ultracold,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.961537,8.349361,,,,,,,ChIJ7UjfA8SHZxAR_OCHJFaY_ns,,,,,,,,
GHA2-346,Calabar Harbour Resort & Spa,Calabar Harbour Resort & Spa,logistics,,Hotel,"32, Asari Eso Layout, Calabar 540222, Cross River, Nigeria",,+234 817 003 0305,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,calabar-harbour-resort-spa,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,663.0,4.0,4.994551,8.348589,,,,,,,ChIJz14vjZyHZxARZYxAJmryBhY,,,,,,,,
GHA2-347,Cold Stone Creamery - Calabar - Calabar,Cold Stone Creamery - Calabar - Calabar,logistics,,Ice cream shop,"73 Ndidem Usang Iso Rd, Big Qua Town, Calabar 540281, Cross River, Nigeria",,+234 908 888 9999,,https://www.coldstonecreamery.ng/,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,cold-stone-creamery-calabar-calabar,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,172.0,4.2,4.973046,8.339878,,,,,,,ChIJjW7KqfSHZxARB9x8P41MwMg,,,,,,,,
GHA2-348,Royalseeds MPCS Limited,Royalseeds MPCS Limited,logistics,,Cold storage facility,"3 Old Trade Fare Village, Calabar, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,royalseeds-mpcs-limited,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,3.0,4.0,4.976069,8.339304,,,,,,,ChIJV68QbUqHZxARBVF-W2ZnERE,,,,,,,,
GHA2-349,Trackers Park,Trackers Park,logistics,,Transportation service,"X828+7HV Trackers Park, Calabar Rd, Henshaw Town, Calabar 540281, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,trackers-park,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,1.0,5.0,4.950745,8.316418,,,,,,,ChIJFz2bipSHZxARpPx4Ow_B-ic,,,,,,,,
GHA2-350,"Askon Progressive, Lafarge partner","Askon Progressive, Lafarge partner",logistics,,Trucking company,"29J7+6W2 Askon Progressive, Lafarge partner, Ndidem Usang Iso Rd, Calabar 541102, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,askon-progressive-lafarge-partner,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,12.0,3.6,5.030512,8.364761,,,,,,,ChIJYUUGxLx9XRARYS0H8IhyESY,,,,,,,,
GHA2-351,DELVAN NIGERIA CALABAR CRS CHAPTER,DELVAN NIGERIA CALABAR CRS CHAPTER,logistics,,Transportation service,"Delvan Junction, No.2 Ikot Eneobong Rd, 8miles, Calabar 540213, Cross River, Nigeria",,+234 703 051 5019,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,delvan-nigeria-calabar-crs-chapter,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,5.049639,8.356938,,,,,,,ChIJx47dS799XRARL49BprD-zVA,,,,,,,,
GHA2-352,ABC HAULAGE YARD,ABC HAULAGE YARD,logistics,,Trucking company,"29P3+GF ABC HAULAGE YARD, Calabar 540211, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,abc-haulage-yard,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,5.036309,8.35368,,,,,,,ChIJDw94U3t9XRARu_8u_-J4lJQ,,,,,,,,
GHA2-353,Delking Multiple Concepts LTD (Delking Express),Delking Multiple Concepts LTD (Delking Express),logistics,,Transportation service,"X84P+QFG Delking Multiple Concepts LTD (Delking Express), Eta Agbor by, Barrack Akim, Calabar, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,delking-multiple-concepts-ltd-delking-express,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,3.0,4.7,4.95693,8.336207,,,,,,,ChIJb4UmmjKHZxARlGoh1uoaY4Y,,,,,,,,
GHA2-354,Goshen Transport,Goshen Transport,logistics,,Transportation service,"W8XQ+W5C Goshen Transport, Esin Ufot Efut, Calabar 540281, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,goshen-transport,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,2.0,1.0,4.949817,8.337879,,,,,,,ChIJ0aGIHDWHZxARhobxB46u_r8,,,,,,,,
GHA2-355,DELVANNIGERIA,DELVANNIGERIA,logistics,,Department of Transportation,"No. 8 OKPOSHI STREET, OKPUDO LAYOUT., 07030515019, 110 mcc timber market, calabar 540222, Cross River, Nigeria",,+234 703 051 5019,,https://delvannigeria.wixsite.com/delvannigeria,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,delvannigeria,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,6.0,4.3,4.994545,8.319503,,,,,,,ChIJNzqQfOWHZxARWUaOy1Bsse8,,,,,,,,
GHA2-356,Akwa Ibom Transport Company Akcc,Akwa Ibom Transport Company Akcc,logistics,,Transportation service,"39 Eta Agbor, Edibe, Calabar 540211, Cross River, Nigeria",,+234 803 549 6201,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,akwa-ibom-transport-company-akcc,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.989683,8.356765,,,,,,,ChIJVzb1psSHZxARoWEIWOLVc-c,,,,,,,,
GHA2-357,Mapsi Autos Limited,Mapsi Autos Limited,logistics,,Car rental agency,"24 Ndidem Usang Iso Rd, Marian Road, beside Jehovah Witness, Akim Qua Town, Calabar 540281, Cross River, Nigeria",,+234 803 219 6304,,http://www.mapsigroup.com/,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,mapsi-autos-limited,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,113.0,5.0,4.966272,8.338054,,,,,,,ChIJu9C1WQCHZxARIXUzi3b5EOY,,,,,,,,
GHA2-358,Alpha Automobile,Alpha Automobile,logistics,,Transportation service,"No 4 ekong nyong lane, 2 Goldie St, Calabar South, Calabar 540000, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,alpha-automobile,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,2.0,4.0,4.949114,8.335265,,,,,,,ChIJa8h0Uo6HZxARDvi2rXFi9CU,,,,,,,,
GHA2-359,"Peace Mass Transit, Etta agbor","Peace Mass Transit, Etta agbor",logistics,,Transportation service,"X84R+98H Peace Mass Transit, Etta agbor, Dr Epeme Ndidem Iso Dr, University of Calaba, Calabar 540281, Cross River, Nigeria",,+234 907 064 6621,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,peace-mass-transit-etta-agbor,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,156.0,3.7,4.955935,8.340864,,,,,,,ChIJ6cVZ92WHZxAR7Ot6DM0O3xk,,,,,,,,
GHA2-360,Calculux Cruises Ltd,Calculux Cruises Ltd,logistics,,Transportation service,"98 Calabar Rd, Calabar 540281, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,calculux-cruises-ltd,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.954488,8.318632,,,,,,,ChIJ6VrQQyWGZxAR3m91kaqUqew,,,,,,,,
GHA2-361,Alrufz company,Alrufz company,logistics,,Parking garage,"5 Akai Efa lili, 135 MCC Rd, Akai Efa, Calabar, Cross River, Nigeria",,+234 803 316 7662,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,alrufz-company,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,1.0,5.0,4.993287,8.344202,,,,,,,ChIJKbJwqgN9XRARJKCCPKbnLqM,,,,,,,,
GHA2-362,Margaret Ekpo International Airport,Margaret Ekpo International Airport,logistics,,International airport,"Air Force Road, Airport Area, Calabar 540281, Cross River, Nigeria",,,,https://www.faan.gov.ng/,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,margaret-ekpo-international-airport,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,824.0,4.0,4.96963,8.347338,,,,,,,ChIJW4NW5vOHZxARif0Gdir-Ypo,,,,,,,,
GHA2-363,Calabar International Airport,Calabar International Airport,logistics,,Airport,"X89W+VWW Calabar International Airport, Margaret Ekpo International Airport, Unnamed Road, Big Qua Town, Calabar 540281, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,calabar-international-airport,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,492.0,3.9,4.969745,8.347323,,,,,,,ChIJZXtT4rCHZxARZvVhlWC76bI,,,,,,,,
GHA2-364,Timbenezer Road Markers,Timbenezer Road Markers,logistics,,Road construction company,"10 Ekong Bassey Street, University Satellite, Calabar 400221, Cross River, Nigeria",,+234 803 336 2873,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,timbenezer-road-markers,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.970392,8.351876,,,,,,,ChIJWZLubp2HZxARQedqRMFKkm0,,,,,,,,
GHA2-365,Lavente Transport and Logistics,Lavente Transport and Logistics,logistics,,Transportation service,"24, Etta Agbor, opposite Romchi Transport, Calabar, Calabar, Cross River, Nigeria",,+234 905 917 0039,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,lavente-transport-and-logistics,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.975716,8.341701,,,,,,,ChIJf1qaLW-HZxARjt-fbobqLWE,,,,,,,,
GHA2-366,IQUASU TRUCK YARD,IQUASU TRUCK YARD,logistics,,Trucking company,"28MR+XM6 IQUASU TRUCK YARD, Federal Housing Esta, Calabar 540211, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,iquasu-truck-yard,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,5.034777,8.341865,,,,,,,ChIJsawb9C19XRARSv5q8S_ZDKk,,,,,,,,
GHA2-367,Unicem Junction,Unicem Junction,logistics,,Taxicab Stand,"WCPF+MMC Unicem Junction, Ikot Offiong 541104, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,unicem-junction,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,17.0,4.1,4.936692,8.424125,,,,,,,ChIJjV1w0m6BZxARqwYa7mdvE9s,,,,,,,,
GHA2-368,RUFPRISS VENTURES LIMITED (RVL) TRUCK YARD,RUFPRISS VENTURES LIMITED (RVL) TRUCK YARD,logistics,,Trucking company,"25 Atekong St, Big Qua Town, Calabar 540281, Cross River, Nigeria",,,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,rufpriss-ventures-limited-rvl-truck-yard,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.975417,8.332893,,,,,,,ChIJF6cMAJyHZxARGTgvmC2Xhu4,,,,,,,,
GHA2-369,LAFARGE Head Office,LAFARGE Head Office,logistics,,Corporate office,"X8JG+8MC LAFARGE Head Office, Diamond Hill Rd, Old Town, Calabar 540281, Cross River, Nigeria",,+234 703 409 0955,,https://www.lafarge.com.ng/unicem,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,lafarge-head-office,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,114.0,4.2,4.980824,8.326629,,,,,,,ChIJ1ekdy8aHZxAR8PPCA9k16eg,,,,,,,,
GHA2-370,Go4You Easy Deliveries,Go4You Easy Deliveries,logistics,,Delivery service,"5 Bankers Close, Leopad Town, Calabar 540281, Cross River, Nigeria",,+234 803 344 1535,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,go4you-easy-deliveries,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.975716,8.341701,,,,,,,ChIJO0so-VeHZxARoxoGqG_3D9w,,,,,,,,
GHA2-373,Dropit Calabar,Dropit Calabar,logistics,,Delivery service,"UNIVERSITY OF CALABAR, STAFF QUATERS, Calabar South, Calabar 540211, Cross River, Nigeria",,+234 911 211 4036,,http://www.dropit.com.ng/,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,dropit-calabar,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.961544,8.357043,,,,,,,ChIJ-8LVFfOHZxARisfUHsuGoDM,,,,,,,,
GHA2-374,Calabar Errand Solutions,Calabar Errand Solutions,logistics,,Delivery service,"W8PH+72V Calabar Errand Solutions, Yellow Duke St, South, Calabar 540001, Cross River, Nigeria",,+234 703 519 1378,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,calabar-errand-solutions,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.935743,8.327544,,,,,,,ChIJ8ZcFLHeHZxARCbOwGJcfk_o,,,,,,,,
GHA2-375,GoTo delivery service,GoTo delivery service,logistics,,Logistics service,"5 Ekong Street, ita street, Municipal, Calabar 540001, Cross River, Nigeria",,+234 703 440 0206,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,goto-delivery-service,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.931522,8.324781,,,,,,,ChIJv7VvGGaHZxARxZyCjcAsAUs,,,,,,,,
GHA2-376,Errandex,Errandex,logistics,,Courier service,"9/13 Ndidem Usang Iso Rd, Akim Qua Town, Calabar 540281, Cross River, Nigeria",,+234 803 594 0353,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,errandex,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.965238,8.337553,,,,,,,ChIJ1WKFyYCTOxAR8MfzENWhJnI,,,,,,,,
GHA2-377,NowNow Dispatch,NowNow Dispatch,logistics,,Delivery service,"5 Asari Eso, Street, Calabar 540211, Cross River, Nigeria",,+234 902 727 7509,,http://www.nownowdispatch.com/,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,nownow-dispatch,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,23.0,3.5,4.995243,8.350304,,,,,,,ChIJR6D3I2qHZxARDwA-0SRZvMo,,,,,,,,
GHA2-378,Riel Travels and Tours,Riel Travels and Tours,logistics,,Travel agency,"84 Goldie St, Esin Ufot Efut, Calabar 540001, Cross River, Nigeria",,+234 803 774 9749,,https://rieltravelsandtours.com/,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,riel-travels-and-tours,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,11.0,4.5,4.951388,8.332353,,,,,,,ChIJUWVHORuHZxARekEXNVUDLkA,,,,,,,,
GHA2-379,State Housing Post Office,State Housing Post Office,logistics,,Shipping and mailing service,"10 Kadana St, Leopad Town, Calabar 540281, Cross River, Nigeria",,+234 809 387 3737,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,state-housing-post-office,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,5.0,3.0,4.979538,8.332103,,,,,,,ChIJf4fVlLiHZxARoxscVY9JQPw,,,,,,,,
GHA2-380,GUIDA,GUIDA,logistics,,Grocery delivery service,,,+234 813 271 4280,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,guida,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,9.033872,8.670771,,,,,,,ChIJGwxACMhVPocRr4vHu69Fzvw,,,,,,,,
GHA2-381,Justice cab services in calabar,Justice cab services in calabar,logistics,,Taxi service,"X8JJ+V2V Justice cab services in calabar, Felix, Nsemo St, Old Town, Calabar 540281, Cross River, Nigeria",,+234 906 314 2373,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,justice-cab-services-in-calabar,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,1.0,5.0,4.982247,8.330055,,,,,,,ChIJ64RUBR6HZxARO3__vkRTKis,,,,,,,,
GHA2-382,Cyprian Cab services,Cyprian Cab services,logistics,,Chauffeur service,"Leopad Town, Calabar 540281, Cross River, Nigeria",,+234 812 279 0678,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,cyprian-cab-services,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,3.0,4.3,4.975716,8.341701,,,,,,,ChIJiV-Hww2HZxARUlcZUsG1x9w,,,,,,,,
GHA2-383,Aniema Transport Services Nigeria Limited,Aniema Transport Services Nigeria Limited,logistics,,Transportation service,"117,Odukpani Road Calabar South, Cross River, Nigeria",,+234 87220131,,,github_actions_calabar,,basic,unverified,2026-08-28T08:16:02.385883,aniema-transport-services-nigeria-limited,,False,logistics/calabar,discovered,,,,,,,,,,,,,,,,,0.0,0.0,4.989683,8.356765,,,,,,,ChIJLV5kZGiHZxAR611_epO97pc,,,,,,,,
GHA2-400,Darc delivery’s,Darc delivery’s,logistics,,Delivery service,"No 84 upper chime, new heaven Enugu North Enugu’s, Enugu, Nigeria",,+234 810 472 4043,,,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,darc-delivery-s,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,0.0,0.0,6.458557,7.521542,,,,,,,ChIJrSZY52-jRBARWOKb7D8tJes,,,,,,,,
GHA2-433,KAMA'S TRUCKING LIMITED,KAMA'S TRUCKING LIMITED,logistics,,Mining company,"12 Chiji Eze Front, Independence Layout Phase II, Okinano 400104, Enugu, Nigeria",,+234 803 229 8213,,,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,kama-s-trucking-limited,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,0.0,0.0,6.450459,7.548697,,,,,,,ChIJm3uUq_ilRBAR0c2LcpTk2sI,,,,,,,,
GHA2-435,Ifeanyichukwu Industry And Commercial Services Limited,Ifeanyichukwu Industry And Commercial Services Limited,logistics,,Transportation service,"Express Road, Km 8 Onitsha - Enugu Expy, Abakpa, Abakpa II 400103, Enugu, Nigeria",,+234 803 080 2763,,,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,ifeanyichukwu-industry-and-commercial-services-limited,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,1.0,1.0,6.476733,7.51121,,,,,,,ChIJCdtoU5GjRBARw4Ix5Kq06-k,,,,,,,,
GHA2-439,Odison&sons transportion limited,Odison&sons transportion limited,logistics,,Transportation service,"No 5 Upper Chime, New Haven, Enugu 100402, Enugu, Nigeria",,+234 810 277 6143,,,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,odison-sons-transportion-limited,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,0.0,0.0,6.458382,7.531367,,,,,,,ChIJMbPEiaylRBARk_0td-XJQtM,,,,,,,,
GHA2-442,Logistics Numberone,Logistics Numberone,logistics,,Logistics service,"163 Ogui Rd, Achara, Enugu 400102, Enugu, Nigeria",,+234 817 000 0819,,,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,logistics-numberone,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,1.0,5.0,6.454789,7.506689,,,,,,,ChIJSV7mxuujRBAR75dFeC0kcBI,,,,,,,,
GHA2-445,GIG Logistics Obiagu,GIG Logistics Obiagu,logistics,,Logistics service,"Store A9, GIG Logistics Obiagu, Peace Plaza, Off 63 Obiagu Rd, Obiagu, Asata, Enugu 400102, Enugu, Nigeria",,+234 708 096 0441,,https://giglogistics.com/,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,gig-logistics-obiagu,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,0.0,0.0,6.438695,7.502221,,,,,,,ChIJr4UHawCjRBARGT7AZuaptFI,,,,,,,,
GHA2-446,Royal Stand Logistics Ltd,Royal Stand Logistics Ltd,logistics,,Transportation service,"9FWV+FP4 Royal Stand Logistics Ltd, Uwani, Enugu 400107, Enugu, Nigeria",,,,,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,royal-stand-logistics-ltd,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,1.0,4.0,6.396088,7.494467,,,,,,,ChIJW0OkagChRBARVpKTsDzme1g,,,,,,,,
GHA2-449,Favourwin Foods And Logistics Ltd,Favourwin Foods And Logistics Ltd,logistics,,Food products supplier,"Gariki Market, Gariki, Enugu 400106, Enugu, Nigeria",,+234 814 475 2979,,,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,favourwin-foods-and-logistics-ltd,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,8.0,5.0,6.386815,7.492545,,,,,,,ChIJLWu1r9yhRBARjfMu4_oH8HE,,,,,,,,
GHA2-452,Fendale Dry Cleaning and Cleaning Services,Fendale Dry Cleaning and Cleaning Services,logistics,,Laundry service,"No 3A Idoha Street, Off Hill View Street, Independence Layout, Enugu 400241, Enugu, Nigeria",,+234 708 398 1090,,,github_actions_enugu,,basic,unverified,2026-08-28T08:16:02.385883,fendale-dry-cleaning-and-cleaning-services,,False,logistics/enugu,discovered,,,,,,,,,,,,,,,,,21.0,4.8,6.42741,7.518273,,,,,,,ChIJjbzCduuhRBARiqelbs8wth8,,,,,,,,
GHA2-457,Wholesome Swift Logistics Ibadan,Wholesome Swift Logistics Ibadan,logistics,,Logistics service,"5 Peace St, Obiwale Avenue, Ologuneru, Ibadan 200129, Oyo, Nigeria",,+234 913 413 7439,,,github_actions_ibadan,,basic,unverified,2026-08-28T08:16:02.385883,wholesome-swift-logistics-ibadan,,False,logistics/ibadan,discovered,,,,,,,,,,,,,,,,,10.0,4.9,7.404813,3.8138,,,,,,,ChIJsQqXEm2LORARTS06Mu1z10c,,,,,,,,
GHA2-460,Atlantis-Gem Global Logistics,Atlantis-Gem Global Logistics,logistics,,Logistics service,"Suite 4, Atlantis-Gem Global Logistics, Y&Y Complex, Oluwo Nla St, Orita Bashorun Road, Ibadan 200221, Oyo, Nigeria",,+234 706 543 0914,,https://sites.google.com/view/atlantisgemgloballogistics/home,github_actions_ibadan,,basic,unverified,2026-08-28T08:16:02.385883,atlantis-gem-global-logistics,,False,logistics/ibadan,discovered,,,,,,,,,,,,,,,,,64.0,4.8,7.416859,3.927599,,,,,,,ChIJOSeaZZCTORARFNWJc-mEhlw,,,,,,,,
GHA2-462,GIG Logistics Ibadan,GIG Logistics Ibadan,logistics,,Logistics service,"Ring Road, By Sumal Foods, Town Planning Road Town Planning Complex, by MKO Abiola Way, Ibadan, Oyo, Nigeria",,+234 813 985 1120,,https://giglogistics.com/,github_actions_ibadan,,basic,unverified,2026-08-28T08:16:02.385883,gig-logistics-ibadan,,False,logistics/ibadan,discovered,,,,,,,,,,,,,,,,,401.0,4.0,7.369568,3.859812,,,,,,,ChIJY0tVgYeNORARD9ZTBHTvSKo,,,,,,,,
GHA2-465,Kola eleja,Kola eleja,logistics,,Cold storage facility,"Oke Ado Market Road, New Gra, Ibadan 200273, Oyo, Nigeria",,,,,github_actions_ibadan,,basic,unverified,2026-08-28T08:16:02.385883,kola-eleja,,False,logistics/ibadan,discovered,,,,,,,,,,,,,,,,,44.0,3.8,7.373681,3.882027,,,,,,,ChIJGRJgLdeNORARmLV6I2vDajo,,,,,,,,
GHA2-467,SIDIKAT FISHERIES NIGERIA LIMITED,SIDIKAT FISHERIES NIGERIA LIMITED,logistics,,Cold storage facility,"8W89+9P2 SIDIKAT FISHERIES NIGERIA LIMITED, Olunde Road, Ibadan 110115, Oyo, Nigeria",,,,,github_actions_ibadan,,basic,unverified,2026-08-28T08:16:02.385883,sidikat-fisheries-nigeria-limited,,False,logistics/ibadan,discovered,,,,,,,,,,,,,,,,,0.0,0.0,7.315899,3.919257,,,,,,,ChIJjxr94zuRORARXUOsCU0TGHE,,,,,,,,
GHA2-468,Lafarge Cement,Lafarge Cement,logistics,,Warehouse,"Eleyele, Ibadan 200284, Oyo, Nigeria",,+234 705 263 5308,,,github_actions_ibadan,,basic,unverified,2026-08-28T08:16:02.385883,lafarge-cement,,False,logistics/ibadan,discovered,,,,,,,,,,,,,,,,,84.0,4.1,7.406607,3.869429,,,,,,,ChIJGZ4JrCaNORARbMrui-9tB30,,,,,,,,
GHA2-470,"AFEX Warehouse, Ibadan","AFEX Warehouse, Ibadan",logistics,,Warehouse,"8VMX+R6G AFEX Warehouse, Ibadan, behind Fatgbems, Sanyo, Ibadan 200263, Oyo, Nigeria",,,,,github_actions_ibadan,,basic,unverified,2026-08-28T08:16:02.385883,afex-warehouse-ibadan,,False,logistics/ibadan,discovered,,,,,,,,,,,,,,,,,3.0,4.7,7.334564,3.898085,,,,,,,ChIJYS2cQUOPORARvtIvNqRWXjI,,,,,,,,
GHA2-472,"Justrite Superstore Sango Road Oyo, ibadan","Justrite Superstore Sango Road Oyo, ibadan",logistics,,Warehouse,"CVFJ+355 Justrite Superstore Sango Road Oyo, ibadan, Sango Eleyele Road, Ibadan 200116, Oyo, Nigeria",,,,,github_actions_ibadan,,basic,unverified,2026-08-28T08:16:02.385883,justrite-superstore-sango-road-oyo-ibadan,,False,logistics/ibadan,discovered,,,,,,,,,,,,,,,,,2.0,5.0,7.422629,3.880475,,,,,,,ChIJj43AcADzORARUKXMS1qs4OE,,,,,,,,
